field_id,rap_variable_name
p23718_i0,"Cholesteryl Esters in HDL, QC Flag | Instance 0"
p23719_i0,"Total Free Cholesterol, QC Flag | Instance 0"
p23720_i0,"Free Cholesterol in VLDL, QC Flag | Instance 0"
p23721_i0,"Free Cholesterol in LDL, QC Flag | Instance 0"
p23722_i0,"Free Cholesterol in HDL, QC Flag | Instance 0"
p23723_i0,"Total Lipids in Lipoprotein Particles, QC Flag | Instance 0"
p23724_i0,"Total Lipids in VLDL, QC Flag | Instance 0"
p23725_i0,"Total Lipids in LDL, QC Flag | Instance 0"
p23726_i0,"Total Lipids in HDL, QC Flag | Instance 0"
p23727_i0,"Total Concentration of Lipoprotein Particles, QC Flag | Instance 0"
p23728_i0,"Concentration of VLDL Particles, QC Flag | Instance 0"
p23729_i0,"Concentration of LDL Particles, QC Flag | Instance 0"
p23730_i0,"Concentration of HDL Particles, QC Flag | Instance 0"
p23731_i0,"Average Diameter for VLDL Particles, QC Flag | Instance 0"
p23732_i0,"Average Diameter for LDL Particles, QC Flag | Instance 0"
p23733_i0,"Average Diameter for HDL Particles, QC Flag | Instance 0"
p23734_i0,"Phosphoglycerides, QC Flag | Instance 0"
p23735_i0,"Triglycerides to Phosphoglycerides ratio, QC Flag | Instance 0"
p23736_i0,"Total Cholines, QC Flag | Instance 0"
p23737_i0,"Phosphatidylcholines, QC Flag | Instance 0"
p23738_i0,"Sphingomyelins, QC Flag | Instance 0"
p23739_i0,"Apolipoprotein B, QC Flag | Instance 0"
p23740_i0,"Apolipoprotein A1, QC Flag | Instance 0"
p23741_i0,"Apolipoprotein B to Apolipoprotein A1 ratio, QC Flag | Instance 0"
p23742_i0,"Total Fatty Acids, QC Flag | Instance 0"
p23743_i0,"Degree of Unsaturation, QC Flag | Instance 0"
p23744_i0,"Omega-3 Fatty Acids, QC Flag | Instance 0"
p23745_i0,"Omega-6 Fatty Acids, QC Flag | Instance 0"
p23746_i0,"Polyunsaturated Fatty Acids, QC Flag | Instance 0"
p23747_i0,"Monounsaturated Fatty Acids, QC Flag | Instance 0"
p23748_i0,"Saturated Fatty Acids, QC Flag | Instance 0"
p23749_i0,"Linoleic Acid, QC Flag | Instance 0"
p23750_i0,"Docosahexaenoic Acid, QC Flag | Instance 0"
p23751_i0,"Omega-3 Fatty Acids to Total Fatty Acids percentage, QC Flag | Instance 0"
p23752_i0,"Omega-6 Fatty Acids to Total Fatty Acids percentage, QC Flag | Instance 0"
p23753_i0,"Polyunsaturated Fatty Acids to Total Fatty Acids percentage, QC Flag | Instance 0"
p23754_i0,"Monounsaturated Fatty Acids to Total Fatty Acids percentage, QC Flag | Instance 0"
p23755_i0,"Saturated Fatty Acids to Total Fatty Acids percentage, QC Flag | Instance 0"
p23756_i0,"Linoleic Acid to Total Fatty Acids percentage, QC Flag | Instance 0"
p23757_i0,"Docosahexaenoic Acid to Total Fatty Acids percentage, QC Flag | Instance 0"
p23758_i0,"Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, QC Flag | Instance 0"
p23759_i0,"Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio, QC Flag | Instance 0"
p23760_i0,"Alanine, QC Flag | Instance 0"
p23761_i0,"Glutamine, QC Flag | Instance 0"
p23761_i1,"Glutamine, QC Flag | Instance 1"
p23762_i0,"Glycine, QC Flag | Instance 0"
p23762_i1,"Glycine, QC Flag | Instance 1"
p23763_i0,"Histidine, QC Flag | Instance 0"
p23764_i0,"Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine), QC Flag | Instance 0"
p23765_i0,"Isoleucine, QC Flag | Instance 0"
p23766_i0,"Leucine, QC Flag | Instance 0"
p23767_i0,"Valine, QC Flag | Instance 0"
p23768_i0,"Phenylalanine, QC Flag | Instance 0"
p23769_i0,"Tyrosine, QC Flag | Instance 0"
p23770_i0,"Glucose, QC Flag | Instance 0"
p23771_i0,"Lactate, QC Flag | Instance 0"
p23772_i0,"Pyruvate, QC Flag | Instance 0"
p23772_i1,"Pyruvate, QC Flag | Instance 1"
p23773_i0,"Citrate, QC Flag | Instance 0"
p23773_i1,"Citrate, QC Flag | Instance 1"
p23774_i0_a0,"3-Hydroxybutyrate, QC Flag | Instance 0 | Array 0"
p23774_i0_a1,"3-Hydroxybutyrate, QC Flag | Instance 0 | Array 1"
p23774_i1_a0,"3-Hydroxybutyrate, QC Flag | Instance 1 | Array 0"
p23774_i1_a1,"3-Hydroxybutyrate, QC Flag | Instance 1 | Array 1"
p23775_i0,"Acetate, QC Flag | Instance 0"
p23775_i1,"Acetate, QC Flag | Instance 1"
p23776_i0,"Acetoacetate, QC Flag | Instance 0"
p23776_i1,"Acetoacetate, QC Flag | Instance 1"
p23777_i0,"Acetone, QC Flag | Instance 0"
p23778_i0_a0,"Creatinine, QC Flag | Instance 0 | Array 0"
p23778_i0_a1,"Creatinine, QC Flag | Instance 0 | Array 1"
p23778_i1_a0,"Creatinine, QC Flag | Instance 1 | Array 0"
p23778_i1_a1,"Creatinine, QC Flag | Instance 1 | Array 1"
p23779_i0,"Albumin, QC Flag | Instance 0"
p23780_i0,"Glycoprotein Acetyls, QC Flag | Instance 0"
p23781_i0,"Concentration of Chylomicrons and Extremely Large VLDL Particles, QC Flag | Instance 0"
p23782_i0,"Total Lipids in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23782_i1,"Total Lipids in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23783_i0,"Phospholipids in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23783_i1,"Phospholipids in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23784_i0,"Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23784_i1,"Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23785_i0,"Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23785_i1,"Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23786_i0,"Free Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23786_i1,"Free Cholesterol in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23787_i0,"Triglycerides in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 0"
p23787_i1,"Triglycerides in Chylomicrons and Extremely Large VLDL, QC Flag | Instance 1"
p23788_i0,"Concentration of Very Large VLDL Particles, QC Flag | Instance 0"
p23789_i0,"Total Lipids in Very Large VLDL, QC Flag | Instance 0"
p23789_i1,"Total Lipids in Very Large VLDL, QC Flag | Instance 1"
p23790_i0,"Phospholipids in Very Large VLDL, QC Flag | Instance 0"
p23790_i1,"Phospholipids in Very Large VLDL, QC Flag | Instance 1"
p23791_i0,"Cholesterol in Very Large VLDL, QC Flag | Instance 0"
p23791_i1,"Cholesterol in Very Large VLDL, QC Flag | Instance 1"
p23792_i0,"Cholesteryl Esters in Very Large VLDL, QC Flag | Instance 0"
p23792_i1,"Cholesteryl Esters in Very Large VLDL, QC Flag | Instance 1"
p23793_i0,"Free Cholesterol in Very Large VLDL, QC Flag | Instance 0"
p23793_i1,"Free Cholesterol in Very Large VLDL, QC Flag | Instance 1"
p23794_i0,"Triglycerides in Very Large VLDL, QC Flag | Instance 0"
p23794_i1,"Triglycerides in Very Large VLDL, QC Flag | Instance 1"
p23795_i0,"Concentration of Large VLDL Particles, QC Flag | Instance 0"
p23796_i0,"Total Lipids in Large VLDL, QC Flag | Instance 0"
p23797_i0,"Phospholipids in Large VLDL, QC Flag | Instance 0"
p23797_i1,"Phospholipids in Large VLDL, QC Flag | Instance 1"
p23798_i0,"Cholesterol in Large VLDL, QC Flag | Instance 0"
p23798_i1,"Cholesterol in Large VLDL, QC Flag | Instance 1"
p23799_i0,"Cholesteryl Esters in Large VLDL, QC Flag | Instance 0"
p23799_i1,"Cholesteryl Esters in Large VLDL, QC Flag | Instance 1"
p23800_i0,"Free Cholesterol in Large VLDL, QC Flag | Instance 0"
p23800_i1,"Free Cholesterol in Large VLDL, QC Flag | Instance 1"
p23801_i0,"Triglycerides in Large VLDL, QC Flag | Instance 0"
p23802_i0,"Concentration of Medium VLDL Particles, QC Flag | Instance 0"
p23803_i0,"Total Lipids in Medium VLDL, QC Flag | Instance 0"
p23804_i0,"Phospholipids in Medium VLDL, QC Flag | Instance 0"
p23805_i0,"Cholesterol in Medium VLDL, QC Flag | Instance 0"
p23805_i1,"Cholesterol in Medium VLDL, QC Flag | Instance 1"
p23806_i0,"Cholesteryl Esters in Medium VLDL, QC Flag | Instance 0"
p23806_i1,"Cholesteryl Esters in Medium VLDL, QC Flag | Instance 1"
p23807_i0,"Free Cholesterol in Medium VLDL, QC Flag | Instance 0"
p23807_i1,"Free Cholesterol in Medium VLDL, QC Flag | Instance 1"
p23808_i0,"Triglycerides in Medium VLDL, QC Flag | Instance 0"
p23809_i0,"Concentration of Small VLDL Particles, QC Flag | Instance 0"
p23810_i0,"Total Lipids in Small VLDL, QC Flag | Instance 0"
p23811_i0,"Phospholipids in Small VLDL, QC Flag | Instance 0"
p23812_i0,"Cholesterol in Small VLDL, QC Flag | Instance 0"
p23813_i0,"Cholesteryl Esters in Small VLDL, QC Flag | Instance 0"
p23814_i0,"Free Cholesterol in Small VLDL, QC Flag | Instance 0"
p23815_i0,"Triglycerides in Small VLDL, QC Flag | Instance 0"
p23816_i0,"Concentration of Very Small VLDL Particles, QC Flag | Instance 0"
p23817_i0,"Total Lipids in Very Small VLDL, QC Flag | Instance 0"
p23818_i0,"Phospholipids in Very Small VLDL, QC Flag | Instance 0"
p23819_i0,"Cholesterol in Very Small VLDL, QC Flag | Instance 0"
p23820_i0,"Cholesteryl Esters in Very Small VLDL, QC Flag | Instance 0"
p23821_i0,"Free Cholesterol in Very Small VLDL, QC Flag | Instance 0"
p23822_i0,"Triglycerides in Very Small VLDL, QC Flag | Instance 0"
p23823_i0,"Concentration of IDL Particles, QC Flag | Instance 0"
p23824_i0,"Total Lipids in IDL, QC Flag | Instance 0"
p23825_i0,"Phospholipids in IDL, QC Flag | Instance 0"
p23826_i0,"Cholesterol in IDL, QC Flag | Instance 0"
p23827_i0,"Cholesteryl Esters in IDL, QC Flag | Instance 0"
p23828_i0,"Free Cholesterol in IDL, QC Flag | Instance 0"
p23829_i0,"Triglycerides in IDL, QC Flag | Instance 0"
p23830_i0,"Concentration of Large LDL Particles, QC Flag | Instance 0"
p23831_i0,"Total Lipids in Large LDL, QC Flag | Instance 0"
p23832_i0,"Phospholipids in Large LDL, QC Flag | Instance 0"
p23833_i0,"Cholesterol in Large LDL, QC Flag | Instance 0"
p23834_i0,"Cholesteryl Esters in Large LDL, QC Flag | Instance 0"
p23835_i0,"Free Cholesterol in Large LDL, QC Flag | Instance 0"
p23836_i0,"Triglycerides in Large LDL, QC Flag | Instance 0"
p23837_i0,"Concentration of Medium LDL Particles, QC Flag | Instance 0"
p23838_i0,"Total Lipids in Medium LDL, QC Flag | Instance 0"
p23839_i0,"Phospholipids in Medium LDL, QC Flag | Instance 0"
p23840_i0,"Cholesterol in Medium LDL, QC Flag | Instance 0"
p23841_i0,"Cholesteryl Esters in Medium LDL, QC Flag | Instance 0"
p23842_i0,"Free Cholesterol in Medium LDL, QC Flag | Instance 0"
p23843_i0,"Triglycerides in Medium LDL, QC Flag | Instance 0"
p23844_i0,"Concentration of Small LDL Particles, QC Flag | Instance 0"
p23845_i0,"Total Lipids in Small LDL, QC Flag | Instance 0"
p23846_i0,"Phospholipids in Small LDL, QC Flag | Instance 0"
p23847_i0,"Cholesterol in Small LDL, QC Flag | Instance 0"
p23848_i0,"Cholesteryl Esters in Small LDL, QC Flag | Instance 0"
p23849_i0,"Free Cholesterol in Small LDL, QC Flag | Instance 0"
p23849_i1,"Free Cholesterol in Small LDL, QC Flag | Instance 1"
p23850_i0,"Triglycerides in Small LDL, QC Flag | Instance 0"
p23850_i1,"Triglycerides in Small LDL, QC Flag | Instance 1"
p23851_i0,"Concentration of Very Large HDL Particles, QC Flag | Instance 0"
p23852_i0,"Total Lipids in Very Large HDL, QC Flag | Instance 0"
p23852_i1,"Total Lipids in Very Large HDL, QC Flag | Instance 1"
p23853_i0,"Phospholipids in Very Large HDL, QC Flag | Instance 0"
p23853_i1,"Phospholipids in Very Large HDL, QC Flag | Instance 1"
p23854_i0,"Cholesterol in Very Large HDL, QC Flag | Instance 0"
p23854_i1,"Cholesterol in Very Large HDL, QC Flag | Instance 1"
p23855_i0,"Cholesteryl Esters in Very Large HDL, QC Flag | Instance 0"
p23855_i1,"Cholesteryl Esters in Very Large HDL, QC Flag | Instance 1"
p23856_i0,"Free Cholesterol in Very Large HDL, QC Flag | Instance 0"
p23856_i1,"Free Cholesterol in Very Large HDL, QC Flag | Instance 1"
p23857_i0,"Triglycerides in Very Large HDL, QC Flag | Instance 0"
p23857_i1,"Triglycerides in Very Large HDL, QC Flag | Instance 1"
p23858_i0,"Concentration of Large HDL Particles, QC Flag | Instance 0"
p23859_i0,"Total Lipids in Large HDL, QC Flag | Instance 0"
p23860_i0,"Phospholipids in Large HDL, QC Flag | Instance 0"
p23860_i1,"Phospholipids in Large HDL, QC Flag | Instance 1"
p23861_i0,"Cholesterol in Large HDL, QC Flag | Instance 0"
p23861_i1,"Cholesterol in Large HDL, QC Flag | Instance 1"
p23862_i0,"Cholesteryl Esters in Large HDL, QC Flag | Instance 0"
p23862_i1,"Cholesteryl Esters in Large HDL, QC Flag | Instance 1"
p23863_i0,"Free Cholesterol in Large HDL, QC Flag | Instance 0"
p23863_i1,"Free Cholesterol in Large HDL, QC Flag | Instance 1"
p23864_i0,"Triglycerides in Large HDL, QC Flag | Instance 0"
p23864_i1,"Triglycerides in Large HDL, QC Flag | Instance 1"
p23865_i0,"Concentration of Medium HDL Particles, QC Flag | Instance 0"
p23866_i0,"Total Lipids in Medium HDL, QC Flag | Instance 0"
p23867_i0,"Phospholipids in Medium HDL, QC Flag | Instance 0"
p23868_i0,"Cholesterol in Medium HDL, QC Flag | Instance 0"
p23869_i0,"Cholesteryl Esters in Medium HDL, QC Flag | Instance 0"
p23870_i0,"Free Cholesterol in Medium HDL, QC Flag | Instance 0"
p23871_i0,"Triglycerides in Medium HDL, QC Flag | Instance 0"
p23871_i1,"Triglycerides in Medium HDL, QC Flag | Instance 1"
p23872_i0,"Concentration of Small HDL Particles, QC Flag | Instance 0"
p23873_i0,"Total Lipids in Small HDL, QC Flag | Instance 0"
p23874_i0,"Phospholipids in Small HDL, QC Flag | Instance 0"
p23875_i0,"Cholesterol in Small HDL, QC Flag | Instance 0"
p23876_i0,"Cholesteryl Esters in Small HDL, QC Flag | Instance 0"
p23877_i0,"Free Cholesterol in Small HDL, QC Flag | Instance 0"
p23878_i0,"Triglycerides in Small HDL, QC Flag | Instance 0"
p23878_i1,"Triglycerides in Small HDL, QC Flag | Instance 1"
p23879_i0,"Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 0"
p23879_i1,"Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 1"
p23880_i0,"Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 0"
p23880_i1,"Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 1"
p23881_i0,"Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 0"
p23881_i1,"Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 1"
p23882_i0,"Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 0"
p23882_i1,"Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 1"
p23883_i0,"Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 0"
p23883_i1,"Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage, QC Flag | Instance 1"
p23884_i0,"Phospholipids to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 0"
p23884_i1,"Phospholipids to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 1"
p23885_i0,"Cholesterol to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 0"
p23885_i1,"Cholesterol to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 1"
p23886_i0,"Cholesteryl Esters to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 0"
p23886_i1,"Cholesteryl Esters to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 1"
p23887_i0,"Free Cholesterol to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 0"
p23887_i1,"Free Cholesterol to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 1"
p23888_i0,"Triglycerides to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 0"
p23888_i1,"Triglycerides to Total Lipids in Very Large VLDL percentage, QC Flag | Instance 1"
p23889_i0,"Phospholipids to Total Lipids in Large VLDL percentage, QC Flag | Instance 0"
p23889_i1,"Phospholipids to Total Lipids in Large VLDL percentage, QC Flag | Instance 1"
p23890_i0,"Cholesterol to Total Lipids in Large VLDL percentage, QC Flag | Instance 0"
p23890_i1,"Cholesterol to Total Lipids in Large VLDL percentage, QC Flag | Instance 1"
p23891_i0,"Cholesteryl Esters to Total Lipids in Large VLDL percentage, QC Flag | Instance 0"
p23891_i1,"Cholesteryl Esters to Total Lipids in Large VLDL percentage, QC Flag | Instance 1"
p23892_i0,"Free Cholesterol to Total Lipids in Large VLDL percentage, QC Flag | Instance 0"
p23892_i1,"Free Cholesterol to Total Lipids in Large VLDL percentage, QC Flag | Instance 1"
p23893_i0,"Triglycerides to Total Lipids in Large VLDL percentage, QC Flag | Instance 0"
p23894_i0,"Phospholipids to Total Lipids in Medium VLDL percentage, QC Flag | Instance 0"
p23895_i0,"Cholesterol to Total Lipids in Medium VLDL percentage, QC Flag | Instance 0"
p23895_i1,"Cholesterol to Total Lipids in Medium VLDL percentage, QC Flag | Instance 1"
p23896_i0,"Cholesteryl Esters to Total Lipids in Medium VLDL percentage, QC Flag | Instance 0"
p23896_i1,"Cholesteryl Esters to Total Lipids in Medium VLDL percentage, QC Flag | Instance 1"
p23897_i0,"Free Cholesterol to Total Lipids in Medium VLDL percentage, QC Flag | Instance 0"
p23897_i1,"Free Cholesterol to Total Lipids in Medium VLDL percentage, QC Flag | Instance 1"
p23898_i0,"Triglycerides to Total Lipids in Medium VLDL percentage, QC Flag | Instance 0"
p23899_i0,"Phospholipids to Total Lipids in Small VLDL percentage, QC Flag | Instance 0"
p23900_i0,"Cholesterol to Total Lipids in Small VLDL percentage, QC Flag | Instance 0"
p23901_i0,"Cholesteryl Esters to Total Lipids in Small VLDL percentage, QC Flag | Instance 0"
p23902_i0,"Free Cholesterol to Total Lipids in Small VLDL percentage, QC Flag | Instance 0"
p23903_i0,"Triglycerides to Total Lipids in Small VLDL percentage, QC Flag | Instance 0"
p23904_i0,"Phospholipids to Total Lipids in Very Small VLDL percentage, QC Flag | Instance 0"
p23905_i0,"Cholesterol to Total Lipids in Very Small VLDL percentage, QC Flag | Instance 0"
p23906_i0,"Cholesteryl Esters to Total Lipids in Very Small VLDL percentage, QC Flag | Instance 0"
p23907_i0,"Free Cholesterol to Total Lipids in Very Small VLDL percentage, QC Flag | Instance 0"
p23908_i0,"Triglycerides to Total Lipids in Very Small VLDL percentage, QC Flag | Instance 0"
p23909_i0,"Phospholipids to Total Lipids in IDL percentage, QC Flag | Instance 0"
p23910_i0,"Cholesterol to Total Lipids in IDL percentage, QC Flag | Instance 0"
p23911_i0,"Cholesteryl Esters to Total Lipids in IDL percentage, QC Flag | Instance 0"
p23912_i0,"Free Cholesterol to Total Lipids in IDL percentage, QC Flag | Instance 0"
p23913_i0,"Triglycerides to Total Lipids in IDL percentage, QC Flag | Instance 0"
p23914_i0,"Phospholipids to Total Lipids in Large LDL percentage, QC Flag | Instance 0"
p23915_i0,"Cholesterol to Total Lipids in Large LDL percentage, QC Flag | Instance 0"
p23916_i0,"Cholesteryl Esters to Total Lipids in Large LDL percentage, QC Flag | Instance 0"
p23917_i0,"Free Cholesterol to Total Lipids in Large LDL percentage, QC Flag | Instance 0"
p23918_i0,"Triglycerides to Total Lipids in Large LDL percentage, QC Flag | Instance 0"
p23919_i0,"Phospholipids to Total Lipids in Medium LDL percentage, QC Flag | Instance 0"
p23920_i0,"Cholesterol to Total Lipids in Medium LDL percentage, QC Flag | Instance 0"
p23921_i0,"Cholesteryl Esters to Total Lipids in Medium LDL percentage, QC Flag | Instance 0"
p23922_i0,"Free Cholesterol to Total Lipids in Medium LDL percentage, QC Flag | Instance 0"
p23923_i0,"Triglycerides to Total Lipids in Medium LDL percentage, QC Flag | Instance 0"
p23924_i0,"Phospholipids to Total Lipids in Small LDL percentage, QC Flag | Instance 0"
p23925_i0,"Cholesterol to Total Lipids in Small LDL percentage, QC Flag | Instance 0"
p23926_i0,"Cholesteryl Esters to Total Lipids in Small LDL percentage, QC Flag | Instance 0"
p23927_i0,"Free Cholesterol to Total Lipids in Small LDL percentage, QC Flag | Instance 0"
p23927_i1,"Free Cholesterol to Total Lipids in Small LDL percentage, QC Flag | Instance 1"
p23928_i0,"Triglycerides to Total Lipids in Small LDL percentage, QC Flag | Instance 0"
p23928_i1,"Triglycerides to Total Lipids in Small LDL percentage, QC Flag | Instance 1"
p23929_i0,"Phospholipids to Total Lipids in Very Large HDL percentage, QC Flag | Instance 0"
p23929_i1,"Phospholipids to Total Lipids in Very Large HDL percentage, QC Flag | Instance 1"
p23930_i0,"Cholesterol to Total Lipids in Very Large HDL percentage, QC Flag | Instance 0"
p23930_i1,"Cholesterol to Total Lipids in Very Large HDL percentage, QC Flag | Instance 1"
p23931_i0,"Cholesteryl Esters to Total Lipids in Very Large HDL percentage, QC Flag | Instance 0"
p23931_i1,"Cholesteryl Esters to Total Lipids in Very Large HDL percentage, QC Flag | Instance 1"
p23932_i0,"Free Cholesterol to Total Lipids in Very Large HDL percentage, QC Flag | Instance 0"
p23932_i1,"Free Cholesterol to Total Lipids in Very Large HDL percentage, QC Flag | Instance 1"
p23933_i0,"Triglycerides to Total Lipids in Very Large HDL percentage, QC Flag | Instance 0"
p23933_i1,"Triglycerides to Total Lipids in Very Large HDL percentage, QC Flag | Instance 1"
p23934_i0,"Phospholipids to Total Lipids in Large HDL percentage, QC Flag | Instance 0"
p23934_i1,"Phospholipids to Total Lipids in Large HDL percentage, QC Flag | Instance 1"
p23935_i0,"Cholesterol to Total Lipids in Large HDL percentage, QC Flag | Instance 0"
p23935_i1,"Cholesterol to Total Lipids in Large HDL percentage, QC Flag | Instance 1"
p23936_i0,"Cholesteryl Esters to Total Lipids in Large HDL percentage, QC Flag | Instance 0"
p23936_i1,"Cholesteryl Esters to Total Lipids in Large HDL percentage, QC Flag | Instance 1"
p23937_i0,"Free Cholesterol to Total Lipids in Large HDL percentage, QC Flag | Instance 0"
p23937_i1,"Free Cholesterol to Total Lipids in Large HDL percentage, QC Flag | Instance 1"
p23938_i0,"Triglycerides to Total Lipids in Large HDL percentage, QC Flag | Instance 0"
p23938_i1,"Triglycerides to Total Lipids in Large HDL percentage, QC Flag | Instance 1"
p23939_i0,"Phospholipids to Total Lipids in Medium HDL percentage, QC Flag | Instance 0"
p23940_i0,"Cholesterol to Total Lipids in Medium HDL percentage, QC Flag | Instance 0"
p23941_i0,"Cholesteryl Esters to Total Lipids in Medium HDL percentage, QC Flag | Instance 0"
p23942_i0,"Free Cholesterol to Total Lipids in Medium HDL percentage, QC Flag | Instance 0"
p23943_i0,"Triglycerides to Total Lipids in Medium HDL percentage, QC Flag | Instance 0"
p23943_i1,"Triglycerides to Total Lipids in Medium HDL percentage, QC Flag | Instance 1"
p23944_i0,"Phospholipids to Total Lipids in Small HDL percentage, QC Flag | Instance 0"
p23945_i0,"Cholesterol to Total Lipids in Small HDL percentage, QC Flag | Instance 0"
p23946_i0,"Cholesteryl Esters to Total Lipids in Small HDL percentage, QC Flag | Instance 0"
p23947_i0,"Free Cholesterol to Total Lipids in Small HDL percentage, QC Flag | Instance 0"
p23948_i0,"Triglycerides to Total Lipids in Small HDL percentage, QC Flag | Instance 0"
p23948_i1,"Triglycerides to Total Lipids in Small HDL percentage, QC Flag | Instance 1"
p24003,Nitrogen dioxide air pollution; 2010
p24004,Nitrogen oxides air pollution; 2010
p24005,Particulate matter air pollution (pm10); 2010
p24006,Particulate matter air pollution (pm2.5); 2010
p24007,Particulate matter air pollution (pm2.5) absorbance; 2010
p24008,Particulate matter air pollution 2.5-10um; 2010
p24009,Traffic intensity on the nearest road
p24010,Inverse distance to the nearest road
p24011,Traffic intensity on the nearest major road
p24012,Inverse distance to the nearest major road
p24013,Total traffic load on major roads
p24014,Close to major road
p24015,Sum of road length of major roads within 100m
p24016,Nitrogen dioxide air pollution; 2005
p24017,Nitrogen dioxide air pollution; 2006
p24018,Nitrogen dioxide air pollution; 2007
p24019,Particulate matter air pollution (pm10); 2007
p24020,Average daytime sound level of noise pollution
p24021,Average evening sound level of noise pollution
p24022,Average night-time sound level of noise pollution
p24023,Average 16-hour sound level of noise pollution
p24024,Average 24-hour sound level of noise pollution
p24025,Included in pollution study
p24030,Whole genome CRAM files (DRAGEN) [150k]
p24031,Whole genome CRAM indices (DRAGEN) [150k]
p24032,Whole genome supplementary files (DRAGEN) [150k]
p24033,Whole genome variant call files (GVCFs) (DRAGEN) [150k]
p24034,Whole genome variant call indices (GVCFs) (DRAGEN) [150k]
p24035,Whole genome variant call files (VCFs) (DRAGEN) [150k]
p24036,Whole genome variant call indices (VCFs) (DRAGEN)[150k}
p24037,Whole genome diagnostics files (DRAGEN) [150k]
p24038,Whole genome CNV call files (DRAGEN) [150k]
p24039,Whole genome CNV call indices (DRAGEN) [150k]
p24040,Whole genome CNV supplementary files (DRAGEN) [150k]
p24041,Whole genome SV call files (DRAGEN) [150k]
p24042,Whole genome SV call indices (DRAGEN) [150k]
p24043,Whole genome SV supplementary files (DRAGEN) [150k]
p24044,Whole genome STR call files (DRAGEN) [150k]
p24045,Whole genome STR call indices (DRAGEN) [150k]
p24046,Whole genome STR supplementary files (DRAGEN) [150k]
p24047,Whole genome CYP2D6 genotype calls (DRAGEN) [150k]
p24048,Whole genome CRAM files (DRAGEN)
p24049,Whole genome CRAM indices (DRAGEN)
p24050,Whole genome supplementary files (DRAGEN)
p24051,Whole genome variant call files (GVCFs) (DRAGEN)
p24052,Whole genome variant call indices (GVCFs) (DRAGEN)
p24053,Whole genome variant call files (VCFs) (DRAGEN)
p24054,Whole genome variant call indices (VCFs) (DRAGEN)
p24055,Whole genome diagnostics files (DRAGEN)
p24056,Whole genome CNV call files (DRAGEN)
p24057,Whole genome CNV call indices (DRAGEN)
p24058,Whole genome CNV supplementary files (DRAGEN)
p24059,Whole genome SV call files (DRAGEN)
p24060,Whole genome SV call indices (DRAGEN)
p24061,Whole genome SV supplementary files (DRAGEN)
p24062,Whole genome STR call files (DRAGEN)
p24063,Whole genome STR call indices (DRAGEN)
p24064,Whole genome STR supplementary files (DRAGEN)
p24065,Whole genome CYP2D6 genotype calls (DRAGEN)
p24066,Exome variant call files (DRAGEN) (VCFs)
p24067,Exome variant call file (DRAGEN) (VCF) indices
p24068,Exome variant call files (gnomAD) (VCFs)
p24069,Exome variant call file (gnomAD) (VCF) indices
p24100_i2,LV end diastolic volume | Instance 2
p24100_i3,LV end diastolic volume | Instance 3
p24101_i2,LV end systolic volume | Instance 2
p24101_i3,LV end systolic volume | Instance 3
p24102_i2,LV stroke volume | Instance 2
p24102_i3,LV stroke volume | Instance 3
